wallet,predicted_score,risk_category
User_1199,55.13,High
User_1200,40.07,High
User_1201,99.29,High
User_1202,175.7,High
User_1203,40.07,High
User_1204,80.39,High
User_1205,1000.0,Low
User_1206,318.91,High
User_1207,772.53,Low
User_1208,999.96,Low
User_1209,40.07,High
User_1210,47.55,High
User_1211,31.89,High
User_1212,12.07,High
User_1213,20.0,High
User_1214,179.09,High
User_1215,20.0,High
User_1216,999.97,Low
User_1217,20.0,High
User_1218,59.86,High
User_1219,288.49,High
User_1220,274.41,High
User_1221,29.6,High
User_1222,37.19,High
User_1223,20.0,High
User_1224,75.34,High
User_1225,40.07,High
User_1226,40.07,High
User_1227,272.24,High
User_1228,306.08,High
User_1229,88.04,High
User_1230,279.73,High
User_1231,20.0,High
User_1232,31.89,High
User_1233,40.07,High
User_1234,59.86,High
User_1235,10.1,High
User_1236,20.0,High
User_1237,40.07,High
User_1238,20.0,High
User_1239,624.47,Medium
User_1240,59.86,High
User_1241,20.0,High
User_1242,20.0,High
User_1243,772.57,Low
User_1244,59.86,High
User_1245,78.31,High
User_1246,40.07,High
User_1247,20.0,High
User_1248,20.0,High
User_1249,59.86,High
User_1250,10.1,High
User_1251,55.97,High
User_1252,20.0,High
User_1253,20.0,High
User_1254,329.47,High
User_1255,20.0,High
User_1256,37.19,High
User_1257,20.0,High
User_1258,78.01,High
User_1259,113.37,High
User_1260,37.19,High
User_1261,31.89,High
User_1262,20.0,High
User_1263,51.16,High
User_1264,31.89,High
User_1265,20.0,High
User_1266,251.88,High
User_1267,37.19,High
User_1268,72.95,High
User_1269,37.19,High
User_1270,605.83,Medium
User_1271,20.0,High
User_1272,139.35,High
User_1273,54.57,High
User_1274,449.84,Medium
User_1275,1000.0,Low
User_1276,29.6,High
User_1277,10.1,High
User_1278,257.9,High
User_1279,762.38,Low
User_1280,40.07,High
User_1281,80.39,High
User_1282,40.07,High
User_1283,10.1,High
User_1284,60.34,High
User_1285,80.39,High
User_1286,1000.0,Low
User_1287,139.14,High
User_1288,200.61,High
User_1289,541.39,Medium
User_1290,47.61,High
User_1291,59.86,High
User_1292,20.0,High
User_1293,37.19,High
User_1294,673.36,Medium
User_1295,182.88,High
User_1296,10.1,High
User_1297,40.07,High
User_1298,31.89,High
User_1299,55.97,High
User_1300,418.46,Medium
User_1301,20.0,High
User_1302,1000.0,Low
User_1303,31.89,High
User_1304,20.0,High
User_1305,626.95,Medium
User_1306,89.42,High
User_1307,38.23,High
User_1308,1.46,High
User_1309,197.77,High
User_1310,47.55,High
User_1311,20.0,High
User_1312,295.41,High
User_1313,291.74,High
User_1314,707.99,Low
User_1315,20.0,High
User_1316,20.0,High
User_1317,10.1,High
User_1318,20.0,High
User_1319,40.07,High
User_1320,25.38,High
User_1321,31.89,High
User_1322,222.52,High
User_1323,20.0,High
User_1324,12.07,High
User_1325,180.38,High
User_1326,37.19,High
User_1327,80.39,High
User_1328,382.03,High
User_1329,128.64,High
User_1330,40.07,High
User_1331,20.0,High
User_1332,20.0,High
User_1333,40.07,High
User_1334,78.01,High
User_1335,20.0,High
User_1336,20.0,High
User_1337,232.67,High
User_1338,132.37,High
User_1339,40.07,High
User_1340,137.17,High
User_1341,120.06,High
User_1342,20.0,High
User_1343,20.0,High
User_1344,31.89,High
User_1345,78.01,High
User_1346,20.0,High
User_1347,25.38,High
User_1348,550.03,Medium
User_1349,21.75,High
User_1350,301.04,High
User_1351,20.0,High
User_1352,20.0,High
User_1353,10.1,High
User_1354,40.07,High
User_1355,20.0,High
User_1356,20.0,High
User_1357,20.0,High
User_1358,20.0,High
User_1359,293.55,High
User_1360,999.96,Low
User_1361,35.85,High
User_1362,20.0,High
User_1363,20.0,High
User_1364,105.08,High
User_1365,37.19,High
User_1366,1000.0,Low
User_1367,78.01,High
User_1368,218.49,High
User_1369,40.07,High
User_1370,31.89,High
User_1371,32.61,High
User_1372,275.9,High
User_1373,40.07,High
User_1374,12.07,High
User_1375,69.26,High
User_1376,395.39,High
User_1377,20.0,High
User_1378,203.9,High
User_1379,31.89,High
User_1380,352.14,High
User_1381,20.0,High
User_1382,55.5,High
User_1383,12.07,High
User_1384,37.19,High
User_1385,20.0,High
User_1386,20.0,High
User_1387,10.1,High
User_1388,40.07,High
User_1389,38.23,High
User_1390,192.6,High
User_1391,120.01,High
User_1392,146.91,High
User_1393,20.0,High
User_1394,12.07,High
User_1395,20.0,High
User_1396,181.82,High
User_1397,999.96,Low
User_1398,1000.0,Low
User_1399,94.17,High
User_1400,0.34,High
User_1401,338.14,High
User_1402,38.23,High
User_1403,38.23,High
User_1404,606.83,Medium
User_1405,231.05,High
User_1406,20.0,High
User_1407,20.0,High
User_1408,40.07,High
User_1409,94.87,High
User_1410,20.0,High
User_1411,12.07,High
User_1412,299.01,High
User_1413,71.18,High
User_1414,271.79,High
User_1415,40.07,High
User_1416,20.0,High
User_1417,20.0,High
User_1418,999.45,Low
User_1419,1000.0,Low
User_1420,29.6,High
User_1421,20.0,High
User_1422,20.0,High
User_1423,20.0,High
User_1424,20.0,High
User_1425,176.3,High
User_1426,37.19,High
User_1427,80.39,High
User_1428,20.0,High
User_1429,20.0,High
User_1430,31.89,High
User_1431,37.19,High
User_1432,20.0,High
User_1433,169.26,High
User_1434,600.62,Medium
User_1435,69.26,High
User_1436,309.75,High
User_1437,20.0,High
User_1438,20.85,High
User_1439,51.16,High
User_1440,40.07,High
User_1441,614.06,Medium
User_1442,243.76,High
User_1443,415.54,Medium
User_1444,125.81,High
User_1445,1000.0,Low
User_1446,12.07,High
User_1447,366.56,High
User_1448,78.31,High
User_1449,20.0,High
User_1450,20.0,High
User_1451,20.0,High
User_1452,999.27,Low
User_1453,20.0,High
User_1454,347.7,High
User_1455,40.07,High
User_1456,40.07,High
User_1457,164.53,High
User_1458,183.6,High
User_1459,51.16,High
User_1460,40.07,High
User_1461,142.67,High
User_1462,10.1,High
User_1463,20.0,High
User_1464,990.77,Low
User_1465,20.0,High
User_1466,31.89,High
User_1467,20.0,High
User_1468,20.0,High
User_1469,10.1,High
User_1470,1000.0,Low
User_1471,431.21,Medium
User_1472,20.0,High
User_1473,40.07,High
User_1474,330.97,High
User_1475,20.0,High
User_1476,20.0,High
User_1477,49.45,High
User_1478,20.0,High
User_1479,20.0,High
User_1480,31.89,High
User_1481,72.95,High
User_1482,20.0,High
User_1483,20.0,High
User_1484,140.56,High
User_1485,10.1,High
User_1486,47.71,High
User_1487,20.0,High
User_1488,254.1,High
User_1489,20.0,High
User_1490,21.75,High
User_1491,1000.0,Low
User_1492,20.0,High
User_1493,16.19,High
User_1494,37.19,High
User_1495,12.07,High
User_1496,20.0,High
User_1497,20.0,High
User_1498,31.89,High
User_1499,202.91,High
User_1500,20.0,High
User_1501,526.76,Medium
User_1502,20.0,High
User_1503,32.61,High
User_1504,20.0,High
User_1505,1000.0,Low
User_1506,20.0,High
User_1507,553.7,Medium
User_1508,118.32,High
User_1509,298.66,High
User_1510,37.19,High
User_1511,20.0,High
User_1512,20.0,High
User_1513,20.0,High
User_1514,20.0,High
User_1515,20.0,High
User_1516,46.85,High
User_1517,10.1,High
User_1518,92.75,High
User_1519,10.1,High
User_1520,67.69,High
User_1521,164.88,High
User_1522,21.75,High
User_1523,20.0,High
User_1524,20.0,High
User_1525,12.07,High
User_1526,364.94,High
User_1527,20.0,High
User_1528,354.55,High
User_1529,493.09,Medium
User_1530,20.0,High
User_1531,167.89,High
User_1532,20.0,High
User_1533,40.07,High
User_1534,225.17,High
User_1535,186.07,High
User_1536,29.6,High
User_1537,481.28,Medium
User_1538,378.73,High
User_1539,186.07,High
User_1540,40.07,High
User_1541,0.19,High
User_1542,31.89,High
User_1543,298.69,High
User_1544,185.69,High
User_1545,43.69,High
User_1546,700.44,Low
User_1547,12.07,High
User_1548,114.33,High
User_1549,0.08,High
User_1550,20.0,High
User_1551,10.1,High
User_1552,235.64,High
User_1553,11.01,High
User_1554,20.0,High
User_1555,999.62,Low
User_1556,653.32,Medium
User_1557,51.1,High
User_1558,20.0,High
User_1559,40.07,High
User_1560,361.19,High
User_1561,20.0,High
User_1562,20.0,High
User_1563,202.8,High
User_1564,20.0,High
User_1565,178.55,High
User_1566,10.1,High
User_1567,254.67,High
User_1568,215.87,High
User_1569,1000.0,Low
User_1570,20.0,High
User_1571,20.0,High
User_1572,999.91,Low
User_1573,20.0,High
User_1574,155.31,High
User_1575,28.2,High
User_1576,40.07,High
User_1577,224.4,High
User_1578,999.96,Low
User_1579,78.01,High
User_1580,20.0,High
User_1581,541.3,Medium
User_1582,94.17,High
User_1583,937.13,Low
User_1584,40.07,High
User_1585,866.18,Low
User_1586,20.0,High
User_1587,90.28,High
User_1588,20.0,High
User_1589,922.53,Low
User_1590,40.07,High
User_1591,738.53,Low
User_1592,299.63,High
User_1593,40.07,High
User_1594,192.07,High
User_1595,24.1,High
User_1596,40.07,High
User_1597,35.85,High
User_1598,99.29,High
User_1599,40.07,High
User_1600,20.0,High
User_1601,976.57,Low
User_1602,24.1,High
User_1603,1000.0,Low
User_1604,159.82,High
User_1605,20.0,High
User_1606,10.1,High
User_1607,10.1,High
User_1608,1000.0,Low
User_1609,80.39,High
User_1610,40.07,High
User_1611,341.25,High
User_1612,357.34,High
User_1613,248.78,High
User_1614,20.0,High
User_1615,20.0,High
User_1616,27.21,High
User_1617,20.0,High
User_1618,37.19,High
User_1619,20.0,High
User_1620,114.58,High
User_1621,788.59,Low
User_1622,770.03,Low
User_1623,0.0,High
User_1624,95.17,High
User_1625,329.84,High
User_1626,161.49,High
User_1627,20.0,High
User_1628,257.39,High
User_1629,35.85,High
User_1630,546.61,Medium
User_1631,20.0,High
User_1632,20.0,High
User_1633,72.95,High
User_1634,1000.0,Low
User_1635,158.77,High
User_1636,20.0,High
User_1637,31.89,High
User_1638,20.0,High
User_1639,0.46,High
User_1640,88.95,High
User_1641,84.12,High
User_1642,181.58,High
User_1643,999.95,Low
User_1644,10.1,High
User_1645,172.16,High
User_1646,29.6,High
User_1647,80.39,High
User_1648,20.0,High
User_1649,133.34,High
User_1650,1000.0,Low
User_1651,205.44,High
User_1652,31.89,High
User_1653,99.24,High
User_1654,72.95,High
User_1655,20.0,High
User_1656,20.0,High
User_1657,20.0,High
User_1658,10.1,High
User_1659,20.0,High
User_1660,20.0,High
User_1661,40.07,High
User_1662,40.07,High
User_1663,40.07,High
User_1664,202.28,High
User_1665,346.62,High
User_1666,12.07,High
User_1667,10.1,High
User_1668,500.4,Medium
User_1669,20.0,High
User_1670,0.0,High
User_1671,20.0,High
User_1672,20.0,High
User_1673,345.89,High
User_1674,136.68,High
User_1675,40.07,High
User_1676,51.49,High
User_1677,1000.0,Low
User_1678,20.0,High
User_1679,40.07,High
User_1680,20.0,High
User_1681,571.48,Medium
User_1682,20.0,High
User_1683,441.54,Medium
User_1684,20.0,High
User_1685,20.0,High
User_1686,62.08,High
User_1687,120.7,High
User_1688,20.0,High
User_1689,868.41,Low
User_1690,79.39,High
User_1691,20.0,High
User_1692,582.58,Medium
User_1693,20.0,High
User_1694,143.8,High
User_1695,41.74,High
User_1696,20.0,High
User_1697,40.07,High
User_1698,20.0,High
User_1699,20.0,High
User_1700,20.0,High
User_1701,64.48,High
User_1702,40.07,High
User_1703,42.78,High
User_1704,968.82,Low
User_1705,20.0,High
User_1706,40.07,High
User_1707,723.84,Low
User_1708,20.0,High
User_1709,1000.0,Low
User_1710,31.89,High
User_1711,31.89,High
User_1712,20.0,High
User_1713,80.39,High
User_1714,576.38,Medium
User_1715,1000.0,Low
User_1716,144.26,High
User_1717,1000.0,Low
User_1718,780.41,Low
User_1719,1000.0,Low
User_1720,20.0,High
User_1721,20.0,High
User_1722,40.07,High
User_1723,0.08,High
User_1724,20.0,High
User_1725,64.48,High
User_1726,51.16,High
User_1727,20.0,High
User_1728,20.0,High
User_1729,165.65,High
User_1730,338.39,High
User_1731,0.0,High
User_1732,206.68,High
User_1733,37.19,High
User_1734,1000.0,Low
User_1735,64.48,High
User_1736,41.67,High
User_1737,20.0,High
User_1738,20.0,High
User_1739,20.0,High
User_1740,69.59,High
User_1741,31.89,High
User_1742,31.89,High
User_1743,31.89,High
User_1744,144.26,High
User_1745,999.81,Low
User_1746,20.0,High
User_1747,10.1,High
User_1748,20.0,High
User_1749,71.18,High
User_1750,280.58,High
User_1751,31.89,High
User_1752,20.0,High
User_1753,20.0,High
User_1754,20.0,High
User_1755,219.91,High
User_1756,31.89,High
User_1757,49.45,High
User_1758,40.07,High
User_1759,135.68,High
User_1760,142.17,High
User_1761,20.0,High
User_1762,59.86,High
User_1763,235.73,High
User_1764,1000.0,Low
User_1765,256.12,High
User_1766,20.0,High
User_1767,62.08,High
User_1768,343.45,High
User_1769,20.0,High
User_1770,20.0,High
User_1771,20.0,High
User_1772,10.1,High
User_1773,1000.0,Low
User_1774,98.71,High
User_1775,12.07,High
User_1776,114.55,High
User_1777,12.07,High
User_1778,60.34,High
User_1779,20.0,High
User_1780,10.1,High
User_1781,69.26,High
User_1782,760.93,Low
User_1783,10.1,High
User_1784,20.0,High
User_1785,0.22,High
User_1786,20.0,High
User_1787,20.0,High
User_1788,384.98,High
User_1789,31.89,High
User_1790,413.98,Medium
User_1791,151.73,High
User_1792,40.07,High
User_1793,20.0,High
User_1794,1000.0,Low
User_1795,20.0,High
User_1796,20.0,High
User_1797,0.96,High
User_1798,20.0,High
User_1799,20.0,High
User_1800,20.0,High
User_1801,20.0,High
User_1802,20.0,High
User_1803,251.46,High
User_1804,20.0,High
User_1805,1000.0,Low
User_1806,174.36,High
User_1807,20.0,High
User_1808,60.13,High
User_1809,520.78,Medium
User_1810,999.96,Low
User_1811,51.16,High
User_1812,20.0,High
User_1813,560.59,Medium
User_1814,10.1,High
User_1815,51.16,High
User_1816,40.07,High
User_1817,20.0,High
User_1818,133.03,High
User_1819,1000.0,Low
User_1820,291.59,High
User_1821,20.0,High
User_1822,37.19,High
User_1823,38.23,High
User_1824,37.19,High
User_1825,20.0,High
User_1826,999.96,Low
User_1827,841.37,Low
User_1828,694.96,Medium
User_1829,10.1,High
User_1830,20.0,High
User_1831,37.19,High
User_1832,20.0,High
User_1833,20.0,High
User_1834,1000.0,Low
User_1835,20.0,High
User_1836,85.37,High
User_1837,625.68,Medium
User_1838,72.3,High
User_1839,20.0,High
User_1840,40.07,High
User_1841,1.77,High
User_1842,689.32,Medium
User_1843,69.59,High
User_1844,20.0,High
User_1845,20.0,High
User_1846,69.26,High
User_1847,40.07,High
User_1848,20.0,High
User_1849,40.07,High
User_1850,40.07,High
User_1851,338.53,High
User_1852,31.89,High
User_1853,29.6,High
User_1854,20.0,High
User_1855,184.88,High
User_1856,10.1,High
User_1857,999.37,Low
User_1858,40.07,High
User_1859,20.0,High
User_1860,209.61,High
User_1861,20.0,High
User_1862,40.07,High
User_1863,20.0,High
User_1864,31.89,High
User_1865,31.89,High
User_1866,42.39,High
User_1867,20.0,High
User_1868,10.1,High
User_1869,441.3,Medium
User_1870,40.07,High
User_1871,25.38,High
User_1872,983.52,Low
User_1873,20.0,High
User_1874,64.48,High
User_1875,20.0,High
User_1876,999.98,Low
User_1877,217.86,High
User_1878,20.0,High
User_1879,64.48,High
User_1880,10.1,High
User_1881,10.1,High
User_1882,90.75,High
User_1883,29.6,High
User_1884,20.0,High
User_1885,12.07,High
User_1886,278.35,High
User_1887,20.0,High
User_1888,20.0,High
User_1889,147.75,High
User_1890,20.0,High
User_1891,423.69,Medium
User_1892,10.1,High
User_1893,10.1,High
User_1894,99.24,High
User_1895,721.73,Low
User_1896,750.06,Low
User_1897,100.72,High
User_1898,71.67,High
User_1899,630.36,Medium
User_1900,40.07,High
User_1901,321.25,High
User_1902,658.66,Medium
User_1903,20.0,High
User_1904,35.85,High
User_1905,29.6,High
User_1906,999.96,Low
User_1907,20.0,High
User_1908,40.07,High
User_1909,20.0,High
User_1910,659.03,Medium
User_1911,40.07,High
User_1912,40.28,High
User_1913,12.64,High
User_1914,40.07,High
User_1915,20.0,High
User_1916,241.21,High
User_1917,59.86,High
User_1918,72.95,High
User_1919,12.07,High
User_1920,999.68,Low
User_1921,873.75,Low
User_1922,40.07,High
User_1923,31.89,High
User_1924,40.07,High
User_1925,1000.0,Low
User_1926,331.39,High
User_1927,282.44,High
User_1928,315.43,High
User_1929,40.07,High
User_1930,61.56,High
User_1931,20.0,High
User_1932,72.62,High
User_1933,20.0,High
User_1934,20.0,High
User_1935,1.88,High
User_1936,37.19,High
User_1937,0.31,High
User_1938,47.61,High
User_1939,462.05,Medium
User_1940,20.0,High
User_1941,195.58,High
User_1942,20.0,High
User_1943,184.11,High
User_1944,156.7,High
User_1945,1000.0,Low
User_1946,20.0,High
User_1947,31.89,High
User_1948,40.07,High
User_1949,20.0,High
User_1950,283.28,High
User_1951,40.07,High
User_1952,20.0,High
User_1953,32.03,High
User_1954,214.65,High
User_1955,40.07,High
User_1956,212.02,High
User_1957,37.19,High
User_1958,40.07,High
User_1959,278.47,High
User_1960,12.07,High
User_1961,40.07,High
User_1962,1000.0,Low
User_1963,967.33,Low
User_1964,553.03,Medium
User_1965,20.0,High
User_1966,49.45,High
User_1967,40.07,High
User_1968,234.36,High
User_1969,12.07,High
User_1970,20.0,High
User_1971,12.07,High
User_1972,40.07,High
User_1973,999.46,Low
User_1974,439.87,Medium
User_1975,31.89,High
User_1976,78.01,High
User_1977,0.0,High
User_1978,59.86,High
User_1979,711.57,Low
User_1980,180.53,High
User_1981,733.77,Low
User_1982,181.82,High
User_1983,159.53,High
User_1984,20.0,High
User_1985,25.38,High
User_1986,85.37,High
User_1987,80.39,High
User_1988,20.0,High
User_1989,55.97,High
User_1990,112.04,High
User_1991,592.25,Medium
User_1992,625.18,Medium
User_1993,1000.0,Low
User_1994,20.0,High
User_1995,79.87,High
User_1996,20.0,High
User_1997,533.06,Medium
User_1998,20.0,High
User_1999,60.34,High
User_2000,15.52,High
User_2001,20.0,High
User_2002,20.0,High
User_2003,249.49,High
User_2004,59.18,High
User_2005,184.52,High
User_2006,59.86,High
User_2007,20.0,High
User_2008,437.91,Medium
User_2009,20.0,High
User_2010,252.12,High
User_2011,20.0,High
User_2012,20.0,High
User_2013,10.1,High
User_2014,72.95,High
User_2015,743.6,Low
User_2016,12.07,High
User_2017,399.68,High
User_2018,12.07,High
User_2019,31.89,High
User_2020,999.94,Low
User_2021,20.0,High
User_2022,20.0,High
User_2023,20.0,High
User_2024,40.07,High
User_2025,20.0,High
User_2026,307.45,High
User_2027,1000.0,Low
User_2028,20.0,High
User_2029,29.6,High
User_2030,20.0,High
User_2031,20.0,High
User_2032,20.0,High
User_2033,20.0,High
User_2034,47.61,High
User_2035,37.19,High
User_2036,684.36,Medium
User_2037,51.16,High
User_2038,193.53,High
User_2039,20.0,High
User_2040,72.95,High
User_2041,37.19,High
User_2042,20.0,High
User_2043,20.0,High
User_2044,20.0,High
User_2045,20.0,High
User_2046,74.83,High
User_2047,10.1,High
User_2048,20.0,High
User_2049,20.0,High
User_2050,10.1,High
User_2051,394.4,High
User_2052,2.06,High
User_2053,282.46,High
User_2054,12.07,High
User_2055,20.0,High
User_2056,42.78,High
User_2057,20.0,High
User_2058,37.19,High
User_2059,20.0,High
User_2060,155.52,High
User_2061,101.38,High
User_2062,20.0,High
User_2063,20.0,High
User_2064,37.19,High
User_2065,256.15,High
User_2066,102.12,High
User_2067,20.0,High
User_2068,72.95,High
User_2069,40.07,High
User_2070,20.0,High
User_2071,608.74,Medium
User_2072,892.71,Low
User_2073,999.44,Low
User_2074,64.48,High
User_2075,10.1,High
User_2076,89.33,High
User_2077,40.07,High
User_2078,40.07,High
User_2079,384.84,High
User_2080,102.19,High
User_2081,20.0,High
User_2082,24.1,High
User_2083,40.07,High
User_2084,315.19,High
User_2085,31.89,High
User_2086,20.0,High
User_2087,917.16,Low
User_2088,84.61,High
User_2089,20.0,High
User_2090,55.5,High
User_2091,69.26,High
User_2092,864.61,Low
User_2093,20.0,High
User_2094,12.07,High
User_2095,999.65,Low
User_2096,20.0,High
User_2097,51.16,High
User_2098,491.17,Medium
User_2099,131.0,High
User_2100,73.48,High
User_2101,0.26,High
User_2102,35.85,High
User_2103,490.97,Medium
User_2104,20.0,High
User_2105,276.02,High
User_2106,600.02,Medium
User_2107,290.61,High
User_2108,203.63,High
User_2109,318.5,High
User_2110,40.07,High
User_2111,20.0,High
User_2112,31.89,High
User_2113,264.5,High
User_2114,20.0,High
User_2115,212.07,High
User_2116,597.38,Medium
User_2117,20.0,High
User_2118,20.0,High
User_2119,86.73,High
User_2120,633.41,Medium
User_2121,99.24,High
User_2122,20.0,High
User_2123,999.96,Low
User_2124,20.0,High
User_2125,40.07,High
User_2126,40.07,High
User_2127,10.1,High
User_2128,51.16,High
User_2129,60.34,High
User_2130,20.0,High
User_2131,35.99,High
User_2132,20.0,High
User_2133,23.86,High
User_2134,40.07,High
User_2135,20.0,High
User_2136,20.0,High
User_2137,999.58,Low
User_2138,20.0,High
User_2139,248.69,High
User_2140,20.0,High
User_2141,178.84,High
User_2142,20.0,High
User_2143,20.0,High
User_2144,20.0,High
User_2145,20.0,High
User_2146,10.1,High
User_2147,20.0,High
User_2148,20.0,High
User_2149,119.09,High
User_2150,20.0,High
User_2151,999.09,Low
User_2152,55.5,High
User_2153,93.98,High
User_2154,147.12,High
User_2155,20.0,High
User_2156,340.66,High
User_2157,203.03,High
User_2158,40.07,High
User_2159,274.71,High
User_2160,281.19,High
User_2161,20.0,High
User_2162,20.0,High
User_2163,143.01,High
User_2164,59.86,High
User_2165,42.13,High
User_2166,34.56,High
User_2167,40.07,High
User_2168,40.07,High
User_2169,20.0,High
User_2170,59.86,High
User_2171,20.0,High
User_2172,20.0,High
User_2173,20.0,High
User_2174,0.37,High
User_2175,10.1,High
User_2176,10.1,High
User_2177,59.86,High
User_2178,10.1,High
User_2179,252.18,High
User_2180,10.1,High
User_2181,140.04,High
User_2182,37.19,High
User_2183,10.1,High
User_2184,10.1,High
User_2185,99.24,High
User_2186,1000.0,Low
User_2187,92.25,High
User_2188,40.07,High
User_2189,24.13,High
User_2190,20.0,High
User_2191,20.0,High
User_2192,126.41,High
User_2193,40.07,High
User_2194,37.19,High
User_2195,211.23,High
User_2196,602.29,Medium
User_2197,20.0,High
User_2198,20.0,High
User_2199,37.19,High
User_2200,20.0,High
User_2201,40.07,High
User_2202,10.1,High
User_2203,982.22,Low
User_2204,1000.0,Low
User_2205,20.0,High
User_2206,368.99,High
User_2207,25.38,High
User_2208,20.0,High
User_2209,20.0,High
User_2210,20.0,High
User_2211,1000.0,Low
User_2212,999.4,Low
User_2213,20.0,High
User_2214,107.13,High
User_2215,10.1,High
User_2216,194.54,High
User_2217,20.0,High
User_2218,20.0,High
User_2219,85.37,High
User_2220,324.96,High
User_2221,20.0,High
User_2222,331.64,High
User_2223,114.58,High
User_2224,37.19,High
User_2225,20.0,High
User_2226,72.95,High
User_2227,20.0,High
User_2228,176.7,High
User_2229,40.07,High
User_2230,40.07,High
User_2231,40.07,High
User_2232,20.0,High
User_2233,20.0,High
User_2234,20.0,High
User_2235,20.0,High
User_2236,59.86,High
User_2237,20.0,High
User_2238,20.0,High
User_2239,1000.0,Low
User_2240,40.07,High
User_2241,40.07,High
User_2242,20.0,High
User_2243,20.0,High
User_2244,232.06,High
User_2245,105.08,High
User_2246,31.89,High
User_2247,20.0,High
User_2248,37.19,High
User_2249,40.07,High
User_2250,20.0,High
User_2251,40.07,High
User_2252,1000.0,Low
User_2253,10.1,High
User_2254,10.1,High
User_2255,20.0,High
User_2256,20.0,High
User_2257,20.0,High
User_2258,79.59,High
User_2259,31.22,High
User_2260,111.16,High
User_2261,20.0,High
User_2262,20.0,High
User_2263,20.0,High
User_2264,172.93,High
User_2265,20.0,High
User_2266,20.0,High
User_2267,20.0,High
User_2268,59.86,High
User_2269,40.07,High
User_2270,37.19,High
User_2271,85.37,High
User_2272,24.1,High
User_2273,99.24,High
User_2274,40.07,High
User_2275,20.0,High
User_2276,94.17,High
User_2277,350.44,High
User_2278,20.0,High
User_2279,10.1,High
User_2280,20.0,High
User_2281,31.89,High
User_2282,0.0,High
User_2283,20.0,High
User_2284,157.37,High
User_2285,32.69,High
User_2286,20.0,High
User_2287,121.4,High
User_2288,740.97,Low
User_2289,20.0,High
User_2290,40.07,High
User_2291,73.48,High
User_2292,20.0,High
User_2293,1000.0,Low
User_2294,20.0,High
User_2295,20.0,High
User_2296,51.16,High
User_2297,20.0,High
User_2298,235.19,High
User_2299,259.33,High
User_2300,40.07,High
User_2301,20.0,High
User_2302,42.78,High
User_2303,72.95,High
User_2304,783.46,Low
User_2305,1000.0,Low
User_2306,40.07,High
User_2307,204.75,High
User_2308,40.07,High
User_2309,40.07,High
User_2310,276.8,High
User_2311,368.78,High
User_2312,10.1,High
User_2313,0.0,High
User_2314,24.1,High
User_2315,974.99,Low
User_2316,49.45,High
User_2317,51.16,High
User_2318,20.0,High
User_2319,20.0,High
User_2320,35.85,High
User_2321,124.69,High
User_2322,104.77,High
User_2323,20.0,High
User_2324,147.23,High
User_2325,40.07,High
User_2326,47.61,High
User_2327,76.28,High
User_2328,20.0,High
User_2329,998.44,Low
User_2330,130.35,High
User_2331,20.0,High
User_2332,0.0,High
User_2333,20.0,High
User_2334,51.16,High
User_2335,20.0,High
User_2336,64.48,High
User_2337,37.19,High
User_2338,79.59,High
User_2339,59.86,High
User_2340,82.22,High
User_2341,1000.0,Low
User_2342,40.07,High
User_2343,220.55,High
User_2344,20.0,High
User_2345,20.0,High
User_2346,1000.0,Low
